data,id_residencia,bairro,consumo_kwh
2024-04-10,1001,Zona Leste,18.11
2024-04-11,1001,Zona Leste,21.52
2024-04-12,1001,Zona Leste,20.31
2024-04-13,1001,Zona Leste,29.47
2024-04-14,1001,Zona Leste,18.65
2024-04-15,1001,Zona Leste,18.88
2024-04-16,1001,Zona Leste,26.19
2024-04-17,1001,Zona Leste,32.38
2024-04-18,1001,Zona Leste,23.12
2024-04-19,1001,Zona Leste,20.37
2024-04-20,1001,Zona Leste,25.3
2024-04-21,1001,Zona Leste,24.44
2024-04-22,1001,Zona Leste,16.59
2024-04-23,1001,Zona Leste,23.25
2024-04-24,1001,Zona Leste,22.88
2024-04-25,1001,Zona Leste,22.75
2024-04-26,1001,Zona Leste,24.08
2024-04-27,1001,Zona Leste,19.47
2024-04-28,1001,Zona Leste,24.6
2024-04-29,1001,Zona Leste,29.59
2024-04-30,1001,Zona Leste,22.66
2024-05-01,1001,Zona Leste,20.77
2024-05-02,1001,Zona Leste,27.03
2024-05-03,1001,Zona Leste,21.7
2024-05-04,1001,Zona Leste,22.36
2024-05-05,1001,Zona Leste,19.61
2024-05-06,1001,Zona Leste,23.97
2024-05-07,1001,Zona Leste,18.98
2024-05-08,1001,Zona Leste,29.22
2024-05-09,1001,Zona Leste,35.85
2024-05-10,1001,Zona Leste,22.58
2024-05-11,1001,Zona Leste,32.69
2024-05-12,1001,Zona Leste,25.61
2024-05-13,1001,Zona Leste,37.8
2024-05-14,1001,Zona Leste,23.8
2024-05-15,1001,Zona Leste,29.39
2024-05-16,1001,Zona Leste,23.8
2024-05-17,1001,Zona Leste,22.24
2024-05-18,1001,Zona Leste,27.66
2024-05-19,1001,Zona Leste,21.06
2024-05-20,1001,Zona Leste,22.07
2024-05-21,1001,Zona Leste,25.45
2024-05-22,1001,Zona Leste,21.66
2024-05-23,1001,Zona Leste,23.74
2024-05-24,1001,Zona Leste,21.17
2024-05-25,1001,Zona Leste,21.61
2024-05-26,1001,Zona Leste,32.42
2024-05-27,1001,Zona Leste,31.62
2024-05-28,1001,Zona Leste,20.85
2024-05-29,1001,Zona Leste,27.17
2024-05-30,1001,Zona Leste,17.67
2024-05-31,1001,Zona Leste,27.32
2024-06-01,1001,Zona Leste,24.97
2024-06-02,1001,Zona Leste,25.17
2024-06-03,1001,Zona Leste,29.04
2024-06-04,1001,Zona Leste,16.63
2024-06-05,1001,Zona Leste,24.3
2024-06-06,1001,Zona Leste,14.35
2024-06-07,1001,Zona Leste,23.07
2024-06-08,1001,Zona Leste,21.08
2024-06-09,1001,Zona Leste,18.67
2024-06-10,1001,Zona Leste,30.79
2024-06-11,1001,Zona Leste,28.58
2024-06-12,1001,Zona Leste,30.03
2024-06-13,1001,Zona Leste,26.24
2024-06-14,1001,Zona Leste,29.35
2024-06-15,1001,Zona Leste,17.58
2024-06-16,1001,Zona Leste,29.09
2024-06-17,1001,Zona Leste,27.04
2024-06-18,1001,Zona Leste,14.03
2024-06-19,1001,Zona Leste,28.66
2024-06-20,1001,Zona Leste,22.4
2024-06-21,1001,Zona Leste,26.06
2024-06-22,1001,Zona Leste,23.52
2024-06-23,1001,Zona Leste,27.52
2024-06-24,1001,Zona Leste,20.31
2024-06-25,1001,Zona Leste,28.68
2024-06-26,1001,Zona Leste,32.64
2024-06-27,1001,Zona Leste,35.06
2024-06-28,1001,Zona Leste,27.6
2024-01-01,1002,Zona Sul,34.34
2024-01-02,1002,Zona Sul,31.54
2024-01-03,1002,Zona Sul,14.26
2024-01-04,1002,Zona Sul,24.78
2024-01-05,1002,Zona Sul,20.62
2024-01-06,1002,Zona Sul,22.85
2024-01-07,1002,Zona Sul,33.48
2024-01-08,1002,Zona Sul,30.25
2024-01-09,1002,Zona Sul,23.16
2024-01-10,1002,Zona Sul,19.73
2024-01-11,1002,Zona Sul,31.58
2024-01-12,1002,Zona Sul,22.57
2024-01-13,1002,Zona Sul,25.8
2024-01-14,1002,Zona Sul,
2024-01-15,1002,Zona Sul,26.4
2024-01-16,1002,Zona Sul,16.92
2024-01-17,1002,Zona Sul,22.97
2024-01-18,1002,Zona Sul,15.71
2024-01-19,1002,Zona Sul,26.68
2024-01-20,1002,Zona Sul,20.47
2024-01-21,1002,Zona Sul,23.47
2024-01-22,1002,Zona Sul,29.81
2024-01-23,1002,Zona Sul,26.08
2024-01-24,1002,Zona Sul,27.16
2024-01-25,1002,Zona Sul,22.55
2024-01-26,1002,Zona Sul,27.06
2024-01-27,1002,Zona Sul,26.88
2024-01-28,1002,Zona Sul,25.23
2024-01-29,1002,Zona Sul,22.55
2024-01-30,1002,Zona Sul,27.04
2024-01-31,1002,Zona Sul,22.18
2024-02-01,1002,Zona Sul,30.31
2024-02-02,1002,Zona Sul,27.37
2024-02-03,1002,Zona Sul,19.98
2024-02-04,1002,Zona Sul,34.33
2024-02-05,1002,Zona Sul,26.0
2024-02-06,1002,Zona Sul,26.18
2024-02-07,1002,Zona Sul,25.25
2024-02-08,1002,Zona Sul,25.0
2024-02-09,1002,Zona Sul,32.99
2024-02-10,1002,Zona Sul,33.63
2024-02-11,1002,Zona Sul,14.61
2024-02-12,1002,Zona Sul,29.63
2024-02-13,1002,Zona Sul,33.61
2024-02-14,1002,Zona Sul,24.34
2024-02-15,1002,Zona Sul,22.69
2024-02-16,1002,Zona Sul,21.38
2024-02-17,1002,Zona Sul,29.68
2024-02-18,1002,Zona Sul,17.32
2024-02-19,1002,Zona Sul,27.23
2024-02-20,1002,Zona Sul,32.57
2024-02-21,1002,Zona Sul,23.14
2024-02-22,1002,Zona Sul,27.77
2024-02-23,1002,Zona Sul,22.93
2024-02-24,1002,Zona Sul,29.65
2024-02-25,1002,Zona Sul,30.37
2024-02-26,1002,Zona Sul,19.73
2024-02-27,1002,Zona Sul,28.64
2024-02-28,1002,Zona Sul,25.71
2024-02-29,1002,Zona Sul,22.4
2024-03-01,1002,Zona Sul,25.14
2024-03-02,1002,Zona Sul,30.65
2024-03-03,1002,Zona Sul,29.21
2024-03-04,1002,Zona Sul,32.32
2024-03-05,1002,Zona Sul,28.79
2024-03-06,1002,Zona Sul,30.04
2024-03-07,1002,Zona Sul,20.79
2024-03-08,1002,Zona Sul,26.86
2024-03-09,1002,Zona Sul,15.68
2024-03-10,1002,Zona Sul,
2024-03-11,1002,Zona Sul,24.15
2024-03-12,1002,Zona Sul,25.12
2024-03-13,1002,Zona Sul,25.55
2024-03-14,1002,Zona Sul,29.88
2024-03-15,1002,Zona Sul,23.89
2024-03-16,1002,Zona Sul,25.75
2024-03-17,1002,Zona Sul,15.7
2024-03-18,1002,Zona Sul,23.13
2024-03-19,1002,Zona Sul,26.17
2024-03-20,1002,Zona Sul,33.99
2024-03-21,1002,Zona Sul,30.82
2024-03-22,1002,Zona Sul,21.13
2024-03-23,1002,Zona Sul,26.2
2024-03-24,1002,Zona Sul,16.81
2024-03-25,1002,Zona Sul,32.97
2024-03-26,1002,Zona Sul,27.48
2024-03-27,1002,Zona Sul,23.07
2024-03-28,1002,Zona Sul,20.56
2024-03-29,1002,Zona Sul,18.89
2024-03-30,1002,Zona Sul,28.42
2024-03-31,1002,Zona Sul,24.26
2024-04-01,1002,Zona Sul,27.01
2024-04-02,1002,Zona Sul,29.43
2024-04-03,1002,Zona Sul,12.81
2024-04-04,1002,Zona Sul,19.26
2024-04-05,1002,Zona Sul,21.21
2024-04-06,1002,Zona Sul,26.1
2024-04-07,1002,Zona Sul,29.34
2024-04-08,1002,Zona Sul,22.38
2024-04-09,1002,Zona Sul,28.25
2024-04-10,1002,Zona Sul,28.51
2024-04-11,1002,Zona Sul,23.55
2024-04-12,1002,Zona Sul,30.59
2024-04-13,1002,Zona Sul,23.25
2024-04-14,1002,Zona Sul,26.13
2024-04-15,1002,Zona Sul,30.38
2024-04-16,1002,Zona Sul,22.88
2024-04-17,1002,Zona Sul,21.82
2024-04-18,1002,Zona Sul,22.07
2024-04-19,1002,Zona Sul,32.26
2024-04-20,1002,Zona Sul,32.5
2024-04-21,1002,Zona Sul,20.83
2024-04-22,1002,Zona Sul,28.67
2024-04-23,1002,Zona Sul,27.71
2024-04-24,1002,Zona Sul,32.11
2024-04-25,1002,Zona Sul,23.09
2024-04-26,1002,Zona Sul,22.74
2024-04-27,1002,Zona Sul,19.53
2024-04-28,1002,Zona Sul,22.89
2024-04-29,1002,Zona Sul,21.98
2024-04-30,1002,Zona Sul,17.47
2024-05-01,1002,Zona Sul,25.07
2024-05-02,1002,Zona Sul,28.68
2024-05-03,1002,Zona Sul,31.12
2024-05-04,1002,Zona Sul,24.46
2024-05-05,1002,Zona Sul,26.26
2024-05-06,1002,Zona Sul,22.29
2024-05-07,1002,Zona Sul,26.08
2024-05-08,1002,Zona Sul,24.93
2024-05-09,1002,Zona Sul,24.1
2024-05-10,1002,Zona Sul,26.89
2024-05-11,1002,Zona Sul,26.14
2024-05-12,1002,Zona Sul,28.96
2024-05-13,1002,Zona Sul,19.68
2024-05-14,1002,Zona Sul,29.75
2024-05-15,1002,Zona Sul,27.45
2024-05-16,1002,Zona Sul,26.98
2024-05-17,1002,Zona Sul,20.44
2024-05-18,1002,Zona Sul,14.97
2024-05-19,1002,Zona Sul,25.41
2024-05-20,1002,Zona Sul,30.13
2024-05-21,1002,Zona Sul,19.38
2024-05-22,1002,Zona Sul,26.02
2024-05-23,1002,Zona Sul,22.47
2024-05-24,1002,Zona Sul,20.14
2024-05-25,1002,Zona Sul,18.35
2024-05-26,1002,Zona Sul,21.16
2024-05-27,1002,Zona Sul,19.48
2024-05-28,1002,Zona Sul,28.83
2024-05-29,1002,Zona Sul,22.7
2024-05-30,1002,Zona Sul,29.68
2024-05-31,1002,Zona Sul,24.56
2024-06-01,1002,Zona Sul,25.78
2024-06-02,1002,Zona Sul,30.58
2024-06-03,1002,Zona Sul,18.32
2024-06-04,1002,Zona Sul,19.99
2024-06-05,1002,Zona Sul,27.69
2024-06-06,1002,Zona Sul,28.99
2024-06-07,1002,Zona Sul,26.29
2024-06-08,1002,Zona Sul,34.2
2024-06-09,1002,Zona Sul,19.86
2024-06-10,1002,Zona Sul,24.59
2024-06-11,1002,Zona Sul,
2024-06-12,1002,Zona Sul,27.91
2024-06-13,1002,Zona Sul,28.15
2024-06-14,1002,Zona Sul,24.37
2024-06-15,1002,Zona Sul,14.85
2024-06-16,1002,Zona Sul,31.82
2024-06-17,1002,Zona Sul,30.53
2024-06-18,1002,Zona Sul,19.4
2024-06-19,1002,Zona Sul,28.38
2024-06-20,1002,Zona Sul,25.05
2024-06-21,1002,Zona Sul,25.99
2024-06-22,1002,Zona Sul,23.28
2024-06-23,1002,Zona Sul,34.59
2024-06-24,1002,Zona Sul,24.68
2024-06-25,1002,Zona Sul,8.34
2024-06-26,1002,Zona Sul,22.93
2024-06-27,1002,Zona Sul,20.27
2024-06-28,1002,Zona Sul,22.16
2024-01-01,1003,Centro,21.51
2024-01-02,1003,Centro,23.17
2024-01-03,1003,Centro,20.64
2024-01-04,1003,Centro,21.03
2024-01-05,1003,Centro,28.94
2024-01-06,1003,Centro,28.68
2024-01-07,1003,Centro,21.88
2024-01-08,1003,Centro,33.75
2024-01-09,1003,Centro,25.58
2024-01-10,1003,Centro,27.5
2024-01-11,1003,Centro,30.16
2024-01-12,1003,Centro,22.11
2024-01-13,1003,Centro,17.22
2024-01-14,1003,Centro,18.21
2024-01-15,1003,Centro,23.34
2024-01-16,1003,Centro,31.04
2024-01-17,1003,Centro,15.45
2024-01-18,1003,Centro,31.09
2024-01-19,1003,Centro,23.22
2024-01-20,1003,Centro,17.88
2024-01-21,1003,Centro,21.35
2024-01-22,1003,Centro,21.58
2024-01-23,1003,Centro,18.5
2024-01-24,1003,Centro,19.48
2024-01-25,1003,Centro,20.94
2024-01-26,1003,Centro,25.36
2024-01-27,1003,Centro,23.68
2024-01-28,1003,Centro,24.96
2024-01-29,1003,Centro,23.58
2024-01-30,1003,Centro,13.1
2024-01-31,1003,Centro,23.53
2024-02-01,1003,Centro,38.7
2024-02-02,1003,Centro,26.57
2024-02-03,1003,Centro,22.18
2024-02-04,1003,Centro,20.63
2024-02-05,1003,Centro,31.3
2024-02-06,1003,Centro,28.96
2024-02-07,1003,Centro,18.21
2024-02-08,1003,Centro,17.44
2024-02-09,1003,Centro,26.48
2024-02-10,1003,Centro,17.89
2024-02-11,1003,Centro,18.12
2024-02-12,1003,Centro,32.59
2024-02-13,1003,Centro,30.14
2024-02-14,1003,Centro,18.61
2024-02-15,1003,Centro,27.18
2024-02-16,1003,Centro,22.03
2024-02-17,1003,Centro,28.97
2024-02-18,1003,Centro,30.79
2024-02-19,1003,Centro,23.4
2024-02-20,1003,Centro,15.73
2024-02-21,1003,Centro,30.74
2024-02-22,1003,Centro,18.75
2024-02-23,1003,Centro,24.23
2024-02-24,1003,Centro,18.3
2024-02-25,1003,Centro,26.02
2024-02-26,1003,Centro,33.54
2024-02-27,1003,Centro,22.14
2024-02-28,1003,Centro,25.92
2024-02-29,1003,Centro,29.9
2024-03-01,1003,Centro,19.67
2024-03-02,1003,Centro,17.45
2024-03-03,1003,Centro,26.0
2024-03-04,1003,Centro,24.43
2024-03-05,1003,Centro,29.16
2024-03-06,1003,Centro,24.02
2024-03-07,1003,Centro,31.78
2024-03-08,1003,Centro,29.72
2024-03-09,1003,Centro,24.42
2024-03-10,1003,Centro,23.37
2024-03-11,1003,Centro,35.29
2024-03-12,1003,Centro,23.29
2024-03-13,1003,Centro,27.58
2024-03-14,1003,Centro,22.67
2024-03-15,1003,Centro,17.01
2024-03-16,1003,Centro,33.43
2024-03-17,1003,Centro,21.85
2024-03-18,1003,Centro,26.55
2024-03-19,1003,Centro,30.12
2024-03-20,1003,Centro,24.21
2024-03-21,1003,Centro,24.59
2024-03-22,1003,Centro,20.57
2024-03-23,1003,Centro,28.58
2024-03-24,1003,Centro,26.02
2024-03-25,1003,Centro,33.41
2024-03-26,1003,Centro,18.42
2024-03-27,1003,Centro,32.08
2024-03-28,1003,Centro,20.96
2024-03-29,1003,Centro,27.17
2024-03-30,1003,Centro,21.93
2024-03-31,1003,Centro,20.13
2024-04-01,1003,Centro,31.85
2024-04-02,1003,Centro,18.24
2024-04-03,1003,Centro,17.59
2024-04-04,1003,Centro,21.84
2024-04-05,1003,Centro,14.33
2024-04-06,1003,Centro,30.8
2024-04-07,1003,Centro,23.93
2024-04-08,1003,Centro,16.27
2024-04-09,1003,Centro,25.94
2024-04-10,1003,Centro,20.06
2024-04-11,1003,Centro,20.13
2024-04-12,1003,Centro,24.83
2024-04-13,1003,Centro,26.92
2024-04-14,1003,Centro,31.49
2024-04-15,1003,Centro,24.09
2024-04-16,1003,Centro,24.27
2024-04-17,1003,Centro,25.65
2024-04-18,1003,Centro,20.83
2024-04-19,1003,Centro,27.53
2024-04-20,1003,Centro,14.35
2024-04-21,1003,Centro,17.49
2024-04-22,1003,Centro,21.73
2024-04-23,1003,Centro,32.97
2024-04-24,1003,Centro,23.0
2024-04-25,1003,Centro,29.13
2024-04-26,1003,Centro,26.93
2024-04-27,1003,Centro,24.68
2024-04-28,1003,Centro,19.34
2024-04-29,1003,Centro,18.71
2024-04-30,1003,Centro,25.05
2024-05-01,1003,Centro,19.94
2024-05-02,1003,Centro,19.17
2024-05-03,1003,Centro,20.21
2024-05-04,1003,Centro,24.82
2024-05-05,1003,Centro,14.23
2024-05-06,1003,Centro,16.17
2024-05-07,1003,Centro,21.79
2024-05-08,1003,Centro,31.44
2024-05-09,1003,Centro,28.41
2024-05-10,1003,Centro,29.71
2024-05-11,1003,Centro,32.64
2024-05-12,1003,Centro,26.63
2024-05-13,1003,Centro,32.26
2024-05-14,1003,Centro,30.38
2024-05-15,1003,Centro,27.98
2024-05-16,1003,Centro,26.93
2024-05-17,1003,Centro,30.99
2024-05-18,1003,Centro,27.0
2024-05-19,1003,Centro,34.96
2024-05-20,1003,Centro,25.01
2024-05-21,1003,Centro,12.09
2024-05-22,1003,Centro,22.43
2024-05-23,1003,Centro,26.58
2024-05-24,1003,Centro,26.69
2024-05-25,1003,Centro,33.88
2024-05-26,1003,Centro,20.78
2024-05-27,1003,Centro,16.52
2024-05-28,1003,Centro,32.41
2024-05-29,1003,Centro,24.16
2024-05-30,1003,Centro,25.66
2024-05-31,1003,Centro,21.7
2024-06-01,1003,Centro,28.16
2024-06-02,1003,Centro,20.04
2024-06-03,1003,Centro,25.17
2024-06-04,1003,Centro,29.09
2024-06-05,1003,Centro,24.47
2024-06-06,1003,Centro,15.75
2024-06-07,1003,Centro,27.1
2024-06-08,1003,Centro,28.14
2024-06-09,1003,Centro,29.02
2024-06-10,1003,Centro,14.8
2024-06-11,1003,Centro,29.49
2024-06-12,1003,Centro,19.68
2024-06-13,1003,Centro,30.22
2024-06-14,1003,Centro,20.64
2024-06-15,1003,Centro,22.12
2024-06-16,1003,Centro,23.34
2024-06-17,1003,Centro,29.47
2024-06-18,1003,Centro,27.03
2024-06-19,1003,Centro,23.28
2024-06-20,1003,Centro,20.48
2024-06-21,1003,Centro,16.89
2024-06-22,1003,Centro,31.62
2024-06-23,1003,Centro,30.44
2024-06-24,1003,Centro,29.01
2024-06-25,1003,Centro,17.02
2024-06-26,1003,Centro,23.34
2024-06-27,1003,Centro,26.51
2024-06-28,1003,Centro,21.74
2024-01-01,1004,Zona Leste,33.43
2024-01-02,1004,Zona Leste,20.24
2024-01-03,1004,Zona Leste,24.64
2024-01-04,1004,Zona Leste,24.45
2024-01-05,1004,Zona Leste,19.99
2024-01-06,1004,Zona Leste,25.66
2024-01-07,1004,Zona Leste,30.94
2024-01-08,1004,Zona Leste,18.9
2024-01-09,1004,Zona Leste,26.59
2024-01-10,1004,Zona Leste,23.97
2024-01-11,1004,Zona Leste,17.61
2024-01-12,1004,Zona Leste,24.69
2024-01-13,1004,Zona Leste,19.16
2024-01-14,1004,Zona Leste,26.06
2024-01-15,1004,Zona Leste,25.36
2024-01-16,1004,Zona Leste,27.66
2024-01-17,1004,Zona Leste,28.5
2024-01-18,1004,Zona Leste,28.12
2024-01-19,1004,Zona Leste,22.26
2024-01-20,1004,Zona Leste,25.23
2024-01-21,1004,Zona Leste,22.67
2024-01-22,1004,Zona Leste,19.37
2024-01-23,1004,Zona Leste,22.81
2024-01-24,1004,Zona Leste,34.31
2024-01-25,1004,Zona Leste,33.81
2024-01-26,1004,Zona Leste,17.24
2024-01-27,1004,Zona Leste,23.6
2024-01-28,1004,Zona Leste,22.25
2024-01-29,1004,Zona Leste,19.27
2024-01-30,1004,Zona Leste,22.67
2024-01-31,1004,Zona Leste,27.35
2024-02-01,1004,Zona Leste,17.58
2024-02-02,1004,Zona Leste,25.25
2024-02-03,1004,Zona Leste,19.74
2024-02-04,1004,Zona Leste,10.76
2024-02-05,1004,Zona Leste,19.42
2024-02-06,1004,Zona Leste,25.13
2024-02-07,1004,Zona Leste,26.33
2024-02-08,1004,Zona Leste,30.97
2024-02-09,1004,Zona Leste,16.76
2024-02-10,1004,Zona Leste,18.78
2024-02-11,1004,Zona Leste,22.66
2024-02-12,1004,Zona Leste,25.91
2024-02-13,1004,Zona Leste,22.39
2024-02-14,1004,Zona Leste,28.25
2024-02-15,1004,Zona Leste,20.81
2024-02-16,1004,Zona Leste,24.91
2024-02-17,1004,Zona Leste,22.22
2024-02-18,1004,Zona Leste,29.96
2024-02-19,1004,Zona Leste,22.38
2024-02-20,1004,Zona Leste,16.92
2024-02-21,1004,Zona Leste,22.7
2024-02-22,1004,Zona Leste,20.6
2024-02-23,1004,Zona Leste,26.81
2024-02-24,1004,Zona Leste,24.4
2024-02-25,1004,Zona Leste,28.11
2024-02-26,1004,Zona Leste,
2024-02-27,1004,Zona Leste,20.21
2024-02-28,1004,Zona Leste,14.7
2024-02-29,1004,Zona Leste,27.96
2024-03-01,1004,Zona Leste,30.88
2024-03-02,1004,Zona Leste,26.13
2024-03-03,1004,Zona Leste,33.66
2024-03-04,1004,Zona Leste,34.57
2024-03-05,1004,Zona Leste,28.86
2024-03-06,1004,Zona Leste,27.84
2024-03-07,1004,Zona Leste,31.16
2024-03-08,1004,Zona Leste,24.02
2024-03-09,1004,Zona Leste,25.63
2024-03-10,1004,Zona Leste,31.93
2024-03-11,1004,Zona Leste,24.42
2024-03-12,1004,Zona Leste,27.8
2024-03-13,1004,Zona Leste,27.23
2024-03-14,1004,Zona Leste,35.48
2024-03-15,1004,Zona Leste,27.08
2024-03-16,1004,Zona Leste,28.3
2024-03-17,1004,Zona Leste,23.93
2024-03-18,1004,Zona Leste,27.06
2024-03-19,1004,Zona Leste,32.56
2024-03-20,1004,Zona Leste,33.24
2024-03-21,1004,Zona Leste,23.94
2024-03-22,1004,Zona Leste,23.12
2024-03-23,1004,Zona Leste,29.32
2024-03-24,1004,Zona Leste,27.33
2024-03-25,1004,Zona Leste,22.07
2024-03-26,1004,Zona Leste,29.69
2024-03-27,1004,Zona Leste,25.62
2024-03-28,1004,Zona Leste,18.96
2024-03-29,1004,Zona Leste,26.01
2024-03-30,1004,Zona Leste,19.44
2024-03-31,1004,Zona Leste,19.86
2024-04-01,1004,Zona Leste,21.66
2024-04-02,1004,Zona Leste,16.43
2024-04-03,1004,Zona Leste,25.07
2024-04-04,1004,Zona Leste,14.91
2024-04-05,1004,Zona Leste,22.77
2024-04-06,1004,Zona Leste,15.78
2024-04-07,1004,Zona Leste,18.74
2024-04-08,1004,Zona Leste,21.82
2024-04-09,1004,Zona Leste,26.24
2024-04-10,1004,Zona Leste,17.82
2024-04-11,1004,Zona Leste,31.41
2024-04-12,1004,Zona Leste,32.18
2024-04-13,1004,Zona Leste,24.99
2024-04-14,1004,Zona Leste,23.25
2024-04-15,1004,Zona Leste,20.57
2024-04-16,1004,Zona Leste,17.12
2024-04-17,1004,Zona Leste,30.0
2024-04-18,1004,Zona Leste,11.48
2024-04-19,1004,Zona Leste,18.63
2024-04-20,1004,Zona Leste,23.43
2024-04-21,1004,Zona Leste,21.99
2024-04-22,1004,Zona Leste,26.36
2024-04-23,1004,Zona Leste,33.94
2024-04-24,1004,Zona Leste,22.71
2024-04-25,1004,Zona Leste,22.91
2024-04-26,1004,Zona Leste,26.12
2024-04-27,1004,Zona Leste,17.5
2024-04-28,1004,Zona Leste,30.13
2024-04-29,1004,Zona Leste,18.76
2024-04-30,1004,Zona Leste,20.28
2024-05-01,1004,Zona Leste,19.8
2024-05-02,1004,Zona Leste,21.93
2024-05-03,1004,Zona Leste,19.33
2024-05-04,1004,Zona Leste,22.2
2024-05-05,1004,Zona Leste,26.51
2024-05-06,1004,Zona Leste,28.74
2024-05-07,1004,Zona Leste,33.33
2024-05-08,1004,Zona Leste,22.65
2024-05-09,1004,Zona Leste,
2024-05-10,1004,Zona Leste,26.24
2024-05-11,1004,Zona Leste,26.66
2024-05-12,1004,Zona Leste,31.95
2024-05-13,1004,Zona Leste,15.0
2024-05-14,1004,Zona Leste,33.21
2024-05-15,1004,Zona Leste,23.63
2024-05-16,1004,Zona Leste,23.51
2024-05-17,1004,Zona Leste,25.8
2024-05-18,1004,Zona Leste,24.65
2024-05-19,1004,Zona Leste,30.6
2024-05-20,1004,Zona Leste,22.93
2024-05-21,1004,Zona Leste,33.15
2024-05-22,1004,Zona Leste,29.56
2024-05-23,1004,Zona Leste,19.29
2024-05-24,1004,Zona Leste,22.15
2024-05-25,1004,Zona Leste,22.68
2024-05-26,1004,Zona Leste,20.04
2024-05-27,1004,Zona Leste,29.24
2024-05-28,1004,Zona Leste,19.75
2024-05-29,1004,Zona Leste,25.01
2024-05-30,1004,Zona Leste,25.17
