id_app,nome_app,categoria,plataforma,avaliacao,downloads_mil,preco_usd,receita_usd,sucesso_alto
35,App_35,Finanças,iOS,3.7,3578,2.99,10698220.0,1
36,App_36,Saúde,iOS,4.3,352,0.0,0.0,0
37,App_37,Finanças,Android,3.6,3258,0.0,0.0,0
38,App_38,Saúde,Android,3.6,2177,0.0,0.0,0
39,App_39,Finanças,Android,4.3,4448,0.0,0.0,0
40,App_40,Saúde,Android,3.7,4744,0.0,0.0,0
41,App_41,Educação,iOS,3.5,824,0.0,0.0,0
42,App_42,Finanças,Android,3.6,2483,0.0,0.0,0
43,App_43,Entretenimento,iOS,3.6,4406,0.0,0.0,0
44,App_44,Jogos,Android,4.2,2919,2.99,8727810.0,1
45,App_45,Jogos,iOS,4.3,4699,0.0,0.0,0
46,App_46,Educação,Android,4.5,1848,0.0,0.0,0
47,App_47,Finanças,iOS,3.8,1884,0.0,0.0,0
48,App_48,Educação,Android,4.7,2863,0.0,0.0,0
49,App_49,Saúde,Android,4.3,4771,2.99,14265290.000000002,1
50,App_50,Saúde,iOS,3.7,2712,0.0,0.0,0
51,App_51,Jogos,iOS,3.1,4722,4.99,23562780.0,1
52,App_52,Jogos,iOS,4.0,820,2.99,2451800.0,1
53,App_53,Educação,Android,3.4,575,0.0,0.0,0
54,App_54,Jogos,iOS,4.3,3998,0.0,0.0,0
55,App_55,Jogos,iOS,3.5,1267,0.0,0.0,0
56,App_56,Educação,Android,,4383,1.99,8722170.0,1
57,App_57,Entretenimento,iOS,5.0,2894,0.99,2865060.0,1
58,App_58,Educação,iOS,3.0,997,0.99,987030.0,1
59,App_59,Educação,iOS,3.4,779,0.0,0.0,0
60,App_60,Educação,iOS,3.2,4959,0.0,0.0,0
61,App_61,Finanças,iOS,4.2,1965,1.99,3910350.0,1
62,App_62,Educação,Android,3.8,1838,0.0,0.0,0
63,App_63,Saúde,iOS,4.6,4169,0.99,4127310.0,1
64,App_64,Entretenimento,Android,4.2,2926,0.0,0.0,0
65,App_65,Educação,Android,3.4,4547,0.0,0.0,0
66,App_66,Educação,Android,2.5,1541,0.99,1525590.0,1
67,App_67,Entretenimento,iOS,3.9,658,4.99,3283420.0,1
68,App_68,Saúde,Android,4.3,4948,0.0,0.0,0
69,App_69,Saúde,iOS,3.9,1683,0.0,0.0,0
70,App_70,Educação,Android,4.1,1281,0.0,0.0,0
71,App_71,Educação,iOS,3.4,2750,4.99,13722500.0,1
72,App_72,Educação,Android,3.2,1460,,2905400.0,1
73,App_73,Entretenimento,Android,4.2,2924,,0.0,0
74,App_74,Jogos,Android,3.8,551,0.0,0.0,0
75,App_75,Entretenimento,Android,3.9,1711,0.0,0.0,0
76,App_76,Jogos,iOS,3.7,4803,1.99,9557970.0,1
77,App_77,Saúde,iOS,3.8,4908,0.0,0.0,0
78,App_78,Jogos,Android,3.6,479,4.99,2390210.0,1
79,App_79,Entretenimento,iOS,4.5,408,0.0,0.0,0
80,App_80,Jogos,Android,3.3,2630,4.99,13123700.0,1
81,App_81,Finanças,Android,4.8,4506,0.0,0.0,0
82,App_82,Saúde,iOS,,2209,0.99,2186910.0,1
83,App_83,Finanças,Android,4.4,3036,0.0,0.0,0
84,App_84,Jogos,Android,3.3,3084,0.99,3053160.0,1
85,App_85,Saúde,iOS,4.4,3905,4.99,19485950.0,1
86,App_86,Educação,Android,3.7,3024,0.0,0.0,0
87,App_87,Educação,Android,3.8,4225,0.0,0.0,0
88,App_88,Jogos,Android,4.2,1018,0.0,0.0,0
89,App_89,Entretenimento,Android,4.0,4913,1.99,9776870.0,1
90,App_90,Jogos,iOS,4.0,1249,0.0,0.0,0
91,App_91,Finanças,Android,3.4,3558,2.99,10638420.0,1
92,App_92,Saúde,iOS,3.3,1173,2.99,3507270.0000000005,1
93,App_93,Saúde,Android,4.2,3768,4.99,18802320.0,1
94,App_94,Finanças,iOS,4.1,2714,2.99,8114860.000000001,1
95,App_95,Educação,iOS,4.3,1173,0.99,1161270.0,1
96,App_96,Finanças,Android,4.1,2087,4.99,10414130.0,1
97,App_97,Educação,iOS,3.0,3569,0.0,0.0,0
98,App_98,Entretenimento,Android,4.7,2398,4.99,11966020.0,1
99,App_99,Saúde,Android,4.4,4365,0.99,4321350.0,1
100,App_100,Jogos,Android,,465,4.99,2320350.0,1
101,App_101,Saúde,iOS,3.9,838,,1667620.0,1
102,App_102,Jogos,iOS,4.1,825,0.0,0.0,0
103,App_103,Educação,iOS,3.0,4523,0.0,0.0,0
104,App_104,Educação,Android,4.3,338,,1010620.0000000001,1
105,App_105,Finanças,Android,3.0,312,2.99,932880.0000000001,0
106,App_106,Saúde,Android,3.6,1364,0.0,0.0,0
107,App_107,Saúde,iOS,2.7,4458,0.0,0.0,0
108,App_108,Educação,Android,4.0,433,0.99,428670.0,0
109,App_109,Finanças,iOS,3.2,3710,4.99,18512900.0,1
110,App_110,Finanças,Android,4.3,2450,4.99,12225500.0,1
111,App_111,Educação,Android,3.4,307,2.99,917930.0000000001,0
112,App_112,Saúde,iOS,2.9,515,0.0,0.0,0
113,App_113,Saúde,Android,3.7,3420,2.99,10225800.0,1
114,App_114,Educação,iOS,4.4,4451,1.99,8857490.0,1
115,App_115,Entretenimento,iOS,4.4,4124,0.0,0.0,0
116,App_116,Entretenimento,iOS,3.5,3147,0.99,3115530.0,1
117,App_117,Jogos,Android,3.5,2686,2.99,8031140.000000001,1
118,App_118,Jogos,Android,4.8,1808,4.99,9021920.0,1
119,App_119,Entretenimento,iOS,3.5,2362,4.99,11786380.0,1
120,App_120,Jogos,Android,3.2,2741,4.99,13677590.0,1
121,App_121,Saúde,iOS,4.7,654,0.0,0.0,0
122,App_122,Jogos,iOS,2.9,2535,0.99,2509650.0,1
123,App_123,Finanças,iOS,4.3,4427,0.0,0.0,0
124,App_124,Educação,iOS,3.0,82,0.0,0.0,0
125,App_125,Saúde,iOS,3.0,3530,4.99,17614700.0,1
126,App_126,Entretenimento,iOS,4.1,4609,0.0,0.0,0
127,App_127,Educação,iOS,4.3,3325,0.0,0.0,0
128,App_128,Finanças,Android,4.2,2584,1.99,5142160.0,1
129,App_129,Educação,iOS,3.1,562,0.0,0.0,0
130,App_130,Entretenimento,Android,4.2,4584,0.99,4538160.0,1
131,App_131,Saúde,Android,4.6,1999,1.99,3978010.0,1
132,App_132,Saúde,iOS,3.8,660,0.0,0.0,0
133,App_133,Jogos,iOS,4.0,1956,0.0,0.0,0
134,App_134,Educação,Android,3.5,2279,1.99,4535210.0,1
135,App_135,Finanças,Android,3.8,3830,0.99,3791700.0,1
136,App_136,Entretenimento,Android,3.4,1052,0.0,0.0,0
137,App_137,Educação,Android,4.3,3534,0.0,0.0,0
138,App_138,Entretenimento,iOS,3.2,2704,,2676960.0,1
139,App_139,Entretenimento,Android,3.8,2680,0.0,0.0,0
140,App_140,Entretenimento,iOS,4.9,888,0.0,0.0,0
141,App_141,Educação,Android,4.0,4443,0.0,0.0,0
142,App_142,Saúde,Android,3.4,3041,0.99,3010590.0,1
143,App_143,Entretenimento,Android,4.4,1070,0.0,0.0,0
144,App_144,Jogos,iOS,3.9,4170,0.99,4128300.0,1
145,App_145,Saúde,iOS,4.6,2472,0.99,2447280.0,1
146,App_146,Finanças,Android,3.1,1161,0.0,0.0,0
147,App_147,Educação,Android,3.4,335,0.99,331650.0,0
148,App_148,Educação,Android,3.0,3911,0.0,0.0,0
149,App_149,Educação,iOS,3.4,4505,,4459950.0,1
150,App_150,Educação,iOS,4.1,3108,1.99,6184920.0,1
151,App_151,Educação,iOS,3.6,2438,0.0,0.0,0
152,App_152,Finanças,iOS,3.4,1249,4.99,6232510.0,1
153,App_153,Finanças,Android,3.2,1965,0.0,0.0,0
154,App_154,Saúde,Android,3.0,1358,4.99,6776420.0,1
155,App_155,Educação,Android,4.2,4393,1.99,8742070.0,1
156,App_156,Educação,iOS,3.2,2742,0.99,2714580.0,1
157,App_157,Finanças,iOS,4.0,2808,0.0,0.0,0
158,App_158,Educação,Android,4.1,4399,0.0,0.0,0
159,App_159,Saúde,Android,3.8,2164,0.0,0.0,0
160,App_160,Entretenimento,Android,4.6,883,0.0,0.0,0
161,App_161,Saúde,iOS,3.6,4237,0.0,0.0,0
162,App_162,Jogos,Android,4.5,4782,4.99,23862180.0,1
163,App_163,Jogos,iOS,4.0,3065,0.0,0.0,0
164,App_164,Finanças,iOS,3.9,2708,0.0,0.0,0
165,App_165,Saúde,Android,,3449,0.99,3414510.0,1
166,App_166,Entretenimento,iOS,4.5,1346,1.99,2678540.0,1
167,App_167,Educação,iOS,4.0,1181,4.99,5893190.0,1
168,App_168,Educação,Android,3.9,775,0.0,0.0,0
169,App_169,Saúde,iOS,4.9,4219,4.99,21052810.0,1
170,App_170,Saúde,iOS,3.8,2153,0.0,0.0,0
171,App_171,Entretenimento,Android,3.5,4183,0.99,4141170.0,1
172,App_172,Jogos,Android,3.5,1868,0.0,0.0,0
173,App_173,Jogos,iOS,4.1,4099,0.0,0.0,0
174,App_174,Saúde,iOS,3.7,4752,0.0,0.0,0
175,App_175,Jogos,Android,4.1,2963,0.0,0.0,0
176,App_176,Entretenimento,iOS,3.8,2272,0.0,0.0,0
177,App_177,Educação,Android,3.4,1549,0.99,1533510.0,1
178,App_178,Educação,Android,2.7,2957,0.0,0.0,0
179,App_179,Saúde,iOS,4.3,3303,0.99,3269970.0,1
180,App_180,Educação,iOS,2.8,4345,0.0,0.0,0
181,App_181,Finanças,iOS,4.7,2520,2.99,7534800.000000001,1
182,App_182,Entretenimento,Android,3.7,4857,4.99,24236430.0,1
183,App_183,Entretenimento,iOS,2.7,4199,0.0,0.0,0
184,App_184,Jogos,iOS,3.1,173,0.0,0.0,0
185,App_185,Saúde,iOS,3.6,4399,2.99,13153010.000000002,1
186,App_186,Educação,Android,3.9,2747,0.99,2719530.0,1
187,App_187,Jogos,iOS,,3698,2.99,11057020.0,1
188,App_188,Jogos,iOS,4.8,1453,2.99,4344470.0,1
189,App_189,Saúde,Android,4.0,2385,1.99,4746150.0,1
190,App_190,Educação,iOS,4.2,754,0.0,0.0,0
191,App_191,Jogos,Android,3.4,2532,4.99,12634680.0,1
192,App_192,Educação,iOS,3.5,2375,0.0,0.0,0
193,App_193,Educação,iOS,3.8,191,1.99,380090.0,0
194,App_194,Entretenimento,Android,3.5,2506,2.99,7492940.000000001,1
195,App_195,Saúde,Android,3.4,1229,0.99,1216710.0,1
196,App_196,Finanças,iOS,3.3,1440,0.0,0.0,0
197,App_197,Jogos,iOS,3.1,1356,0.0,0.0,0
198,App_198,Educação,Android,2.5,922,0.0,0.0,0
199,App_199,Jogos,iOS,3.8,1102,4.99,5498980.0,1
200,App_200,Finanças,Android,5.0,3236,0.0,0.0,0
201,App_201,Educação,Android,3.5,1973,0.0,0.0,0
202,App_202,Entretenimento,Android,3.9,2148,0.0,0.0,0
203,App_203,Saúde,iOS,2.8,1305,4.99,6511950.0,1
204,App_204,Finanças,iOS,2.7,4785,1.99,9522150.0,1
205,App_205,Finanças,iOS,5.0,3440,0.0,0.0,0
206,App_206,Educação,iOS,4.0,3243,0.0,0.0,0
207,App_207,Jogos,iOS,,1847,,0.0,0
208,App_208,Finanças,Android,3.7,4443,4.99,22170570.0,1
209,App_209,Finanças,Android,4.2,2233,4.99,11142670.0,1
210,App_210,Saúde,Android,4.1,1269,0.0,0.0,0
211,App_211,Saúde,iOS,5.0,1836,0.0,0.0,0
212,App_212,Finanças,Android,3.7,860,0.99,851400.0,0
213,App_213,Jogos,Android,3.4,3124,0.99,3092760.0,1
214,App_214,Finanças,iOS,3.9,1971,0.0,0.0,0
215,App_215,Finanças,Android,3.9,2079,2.99,6216210.0,1
216,App_216,Saúde,Android,4.2,3010,4.99,15019900.0,1
217,App_217,Entretenimento,Android,5.0,877,0.0,0.0,0
218,App_218,Finanças,iOS,3.1,3905,0.99,3865950.0,1
219,App_219,Saúde,Android,3.8,3721,4.99,18567790.0,1
220,App_220,Educação,Android,3.9,3291,1.99,6549090.0,1
221,App_221,Jogos,iOS,4.7,3163,1.99,6294370.0,1
222,App_222,Entretenimento,Android,3.2,3654,0.0,0.0,0
223,App_223,Finanças,iOS,3.2,4181,4.99,20863190.0,1
224,App_224,Saúde,Android,4.3,1527,0.99,1511730.0,1
225,App_225,Entretenimento,Android,3.8,2712,4.99,13532880.0,1
226,App_226,Educação,Android,3.7,793,0.0,0.0,0
227,App_227,Finanças,Android,4.3,1276,4.99,6367240.0,1
228,App_228,Jogos,Android,4.4,4802,0.99,4753980.0,1
229,App_229,Saúde,iOS,3.1,4982,2.99,14896180.000000002,1
230,App_230,Saúde,Android,3.8,602,0.0,0.0,0
231,App_231,Educação,Android,3.9,3144,1.99,6256560.0,1
232,App_232,Educação,Android,3.6,2212,0.99,2189880.0,1
233,App_233,Jogos,Android,3.4,3096,1.99,6161040.0,1
234,App_234,Educação,Android,4.3,1224,0.99,1211760.0,1
235,App_235,Jogos,Android,3.9,4853,4.99,24216470.0,1
236,App_236,Educação,Android,3.7,3957,,3917430.0,1
237,App_237,Finanças,Android,4.4,4114,2.99,12300860.0,1
238,App_238,Entretenimento,iOS,4.7,1858,0.99,1839420.0,1
239,App_239,Entretenimento,iOS,4.3,3795,0.0,0.0,0
240,App_240,Finanças,Android,4.2,3535,0.0,0.0,0
241,App_241,Entretenimento,Android,3.3,395,0.0,0.0,0
242,App_242,Educação,Android,,2607,4.99,13008930.0,1
243,App_243,Educação,Android,3.4,452,2.99,1351480.0,1
244,App_244,Entretenimento,Android,4.0,832,0.0,0.0,0
245,App_245,Jogos,Android,3.6,4094,0.0,0.0,0
246,App_246,Entretenimento,iOS,3.5,497,2.99,1486030.0,1
247,App_247,Saúde,Android,4.3,3553,4.99,17729470.0,1
248,App_248,Jogos,Android,3.6,1833,0.0,0.0,0
249,App_249,Saúde,Android,4.2,3319,4.99,16561810.0,1
250,App_250,Jogos,Android,4.3,1797,4.99,8967030.0,1
251,App_251,Educação,Android,4.0,3902,4.99,19470980.0,1
252,App_252,Entretenimento,iOS,3.0,4608,0.0,0.0,0
253,App_253,Educação,Android,4.0,570,4.99,2844300.0,1
254,App_254,Finanças,Android,3.7,2023,4.99,10094770.0,1
255,App_255,Educação,iOS,4.3,4145,1.99,8248550.0,1
256,App_256,Entretenimento,Android,5.0,1603,4.99,7998970.0,1
257,App_257,Jogos,iOS,4.8,4580,0.0,0.0,0
258,App_258,Educação,iOS,4.5,2235,0.99,2212650.0,1
259,App_259,Educação,Android,4.8,2677,0.0,0.0,0
260,App_260,Educação,Android,3.7,3255,0.0,0.0,0
261,App_261,Finanças,Android,3.4,2633,,2606670.0,1
262,App_262,Jogos,Android,3.2,273,2.99,816270.0,0
263,App_263,Educação,Android,3.0,3540,4.99,17664600.0,1
264,App_264,Entretenimento,Android,4.8,732,0.0,0.0,0
265,App_265,Jogos,Android,3.4,1304,0.99,1290960.0,1
266,App_266,Saúde,Android,,1495,4.99,7460050.0,1
267,App_267,Finanças,iOS,4.2,1579,4.99,7879210.0,1
268,App_268,Finanças,iOS,4.0,1896,,0.0,0
269,App_269,Saúde,Android,4.2,2069,2.99,6186310.0,1
270,App_270,Saúde,Android,5.0,4402,4.99,21965980.0,1
271,App_271,Educação,iOS,3.7,2289,0.0,0.0,0
272,App_272,Educação,Android,3.6,3440,0.0,0.0,0
273,App_273,Finanças,Android,3.3,3585,,10719150.0,1
274,App_274,Entretenimento,Android,4.7,1811,,5414890.0,1
275,App_275,Jogos,iOS,3.4,2628,0.0,0.0,0
276,App_276,Educação,iOS,3.8,1834,0.0,0.0,0
277,App_277,Educação,iOS,3.7,2743,0.0,0.0,0
278,App_278,Jogos,Android,3.2,2759,0.0,0.0,0
279,App_279,Finanças,iOS,4.4,3934,4.99,19630660.0,1
280,App_280,Jogos,iOS,3.9,2109,4.99,10523910.0,1
281,App_281,Finanças,Android,4.2,644,0.0,0.0,0
282,App_282,Educação,iOS,4.7,1232,0.0,0.0,0
283,App_283,Jogos,iOS,3.2,642,0.0,0.0,0
284,App_284,Entretenimento,Android,,2948,1.99,5866520.0,1
285,App_285,Jogos,Android,3.4,1603,0.0,0.0,0
286,App_286,Educação,Android,3.0,813,0.0,0.0,0
287,App_287,Entretenimento,Android,3.9,4264,0.0,0.0,0
288,App_288,Entretenimento,iOS,3.4,1698,1.99,3379020.0,1
289,App_289,Jogos,Android,4.2,1773,0.0,0.0,0
290,App_290,Jogos,Android,3.4,1891,0.0,0.0,0
291,App_291,Jogos,Android,3.7,4255,0.0,0.0,0
292,App_292,Saúde,iOS,4.3,3424,4.99,17085760.0,1
293,App_293,Saúde,Android,3.2,2846,0.0,0.0,0
294,App_294,Finanças,iOS,4.2,4449,2.99,13302510.000000002,1
295,App_295,Entretenimento,Android,4.0,2377,1.99,4730230.0,1
296,App_296,Saúde,Android,3.0,73,4.99,364270.0,0
297,App_297,Finanças,iOS,3.7,2463,0.0,0.0,0
298,App_298,Jogos,iOS,2.9,401,2.99,1198990.0,1
299,App_299,Saúde,Android,3.4,2001,0.0,0.0,0
300,App_300,Educação,iOS,4.6,2374,0.0,0.0,0
301,App_301,Saúde,Android,3.4,966,1.99,1922340.0,1
302,App_302,Educação,Android,3.8,4181,4.99,20863190.0,1
303,App_303,Jogos,iOS,3.1,3569,0.0,0.0,0
304,App_304,Jogos,iOS,4.3,2256,0.99,2233440.0,1
305,App_305,Jogos,iOS,,2079,1.99,4137210.0,1
306,App_306,Saúde,Android,2.7,2137,0.99,2115630.0,1
307,App_307,Saúde,Android,4.3,830,1.99,1651700.0,1
308,App_308,Jogos,iOS,,512,4.99,2554880.0,1
309,App_309,Educação,iOS,3.2,855,0.99,846450.0,0
310,App_310,Entretenimento,Android,3.3,974,2.99,2912260.0,1
311,App_311,Educação,iOS,3.4,1544,0.0,0.0,0
312,App_312,Entretenimento,Android,3.8,1416,0.0,0.0,0
313,App_313,Educação,Android,4.6,4499,4.99,22450010.0,1
314,App_314,Educação,iOS,4.2,3137,,0.0,0
315,App_315,Finanças,Android,3.4,3904,0.0,0.0,0
316,App_316,Educação,Android,4.7,1629,4.99,8128710.0,1
317,App_317,Saúde,iOS,3.3,3264,4.99,16287360.0,1
318,App_318,Finanças,iOS,2.6,463,4.99,2310370.0,1
319,App_319,Entretenimento,Android,3.7,479,0.0,0.0,0
320,App_320,Saúde,Android,3.9,4699,0.0,0.0,0
321,App_321,Educação,iOS,3.0,3903,0.0,0.0,0
322,App_322,Educação,iOS,3.4,2296,0.99,2273040.0,1
323,App_323,Saúde,Android,2.3,3018,0.0,0.0,0
324,App_324,Entretenimento,iOS,4.3,4355,0.0,0.0,0
325,App_325,Saúde,iOS,3.7,1010,0.99,999900.0,1
326,App_326,Entretenimento,iOS,4.6,373,2.99,1115270.0,1
327,App_327,Educação,iOS,3.4,3698,0.99,3661020.0,1
328,App_328,Finanças,iOS,3.5,820,0.99,811800.0,0
329,App_329,Saúde,Android,4.4,767,,3827330.0,1
330,App_330,Saúde,Android,2.6,4443,2.99,13284570.000000002,1
331,App_331,Jogos,Android,3.6,826,4.99,4121740.0,1
332,App_332,Saúde,Android,4.0,3388,0.0,0.0,0
333,App_333,Finanças,iOS,3.7,3177,2.99,9499230.0,1
334,App_334,Jogos,iOS,3.1,1471,0.0,0.0,0
335,App_335,Saúde,Android,3.3,3412,0.0,0.0,0
336,App_336,Jogos,Android,4.2,4084,0.99,4043160.0,1
337,App_337,Finanças,iOS,3.1,3234,0.99,3201660.0,1
338,App_338,Educação,iOS,3.8,2357,,4690430.0,1
339,App_339,Educação,Android,4.0,4427,4.99,22090730.0,1
340,App_340,Saúde,Android,,3533,0.0,0.0,0
341,App_341,Jogos,iOS,4.5,3762,0.0,0.0,0
342,App_342,Saúde,iOS,3.2,1682,2.99,5029180.0,1
343,App_343,Finanças,iOS,4.1,2989,4.99,14915110.0,1
344,App_344,Finanças,Android,4.1,2328,1.99,4632720.0,1
345,App_345,Saúde,Android,3.8,2633,0.0,0.0,0
346,App_346,Entretenimento,iOS,3.1,1005,1.99,1999950.0,1
347,App_347,Educação,iOS,3.8,4873,0.0,0.0,0
348,App_348,Jogos,Android,3.0,662,0.99,655380.0,0
349,App_349,Finanças,iOS,4.5,473,0.0,0.0,0
350,App_350,Jogos,Android,3.8,2108,,0.0,0
351,App_351,Finanças,iOS,3.3,420,4.99,2095800.0,1
352,App_352,Entretenimento,Android,4.1,3415,1.99,6795850.0,1
353,App_353,Entretenimento,Android,4.5,3349,0.0,0.0,0
354,App_354,Educação,Android,3.8,4227,2.99,12638730.0,1
355,App_355,Entretenimento,iOS,4.1,1531,0.0,0.0,0
356,App_356,Finanças,iOS,3.6,180,0.0,0.0,0
357,App_357,Jogos,Android,3.6,4776,1.99,9504240.0,1
358,App_358,Entretenimento,Android,3.6,3444,4.99,17185560.0,1
359,App_359,Finanças,Android,4.2,4155,0.0,0.0,0
360,App_360,Saúde,Android,3.4,4570,4.99,22804300.0,1
361,App_361,Saúde,iOS,2.9,4471,0.99,4426290.0,1
362,App_362,Finanças,iOS,3.4,3452,0.0,0.0,0
363,App_363,Educação,Android,2.4,1019,0.0,0.0,0
364,App_364,Entretenimento,Android,3.4,1989,0.0,0.0,0
365,App_365,Educação,Android,4.2,2621,0.0,0.0,0
366,App_366,Educação,iOS,3.7,4736,0.0,0.0,0
367,App_367,Educação,Android,4.1,2231,1.99,4439690.0,1
368,App_368,Entretenimento,Android,3.1,4974,0.0,0.0,0
369,App_369,Entretenimento,Android,,2713,2.99,8111870.000000001,1
370,App_370,Jogos,iOS,4.2,3936,1.99,7832640.0,1
371,App_371,Jogos,iOS,3.7,4810,1.99,9571900.0,1
372,App_372,Finanças,iOS,3.8,841,0.0,0.0,0
373,App_373,Educação,iOS,4.6,4892,0.0,0.0,0
374,App_374,Entretenimento,Android,3.3,2734,0.0,0.0,0
375,App_375,Educação,iOS,3.0,493,,0.0,0
376,App_376,Entretenimento,iOS,4.2,3906,,3866940.0,1
377,App_377,Entretenimento,Android,3.9,3607,1.99,7177930.0,1
378,App_378,Jogos,iOS,3.5,2012,0.0,0.0,0
379,App_379,Saúde,iOS,3.5,407,4.99,2030930.0,1
380,App_380,Saúde,Android,4.8,1170,0.0,0.0,0
381,App_381,Entretenimento,iOS,4.9,4267,0.99,4224330.0,1
382,App_382,Saúde,Android,4.5,353,0.99,349470.0,0
383,App_383,Jogos,iOS,3.6,1215,0.99,1202850.0,1
384,App_384,Finanças,iOS,3.6,4402,2.99,13161980.000000002,1
385,App_385,Finanças,iOS,3.9,4762,0.99,4714380.0,1
386,App_386,Entretenimento,Android,5.0,1796,0.0,0.0,0
387,App_387,Educação,iOS,3.7,1719,0.0,0.0,0
388,App_388,Educação,Android,3.5,3277,0.0,0.0,0
389,App_389,Jogos,Android,4.8,3157,0.99,3125430.0,1
390,App_390,Jogos,Android,4.1,4673,0.0,0.0,0
391,App_391,Finanças,iOS,4.3,4184,0.0,0.0,0
392,App_392,Jogos,iOS,4.0,3934,0.0,0.0,0
393,App_393,Jogos,iOS,4.0,4977,0.0,0.0,0
394,App_394,Educação,iOS,4.1,1743,2.99,5211570.0,1
395,App_395,Entretenimento,Android,3.4,4764,0.0,0.0,0
396,App_396,Finanças,iOS,3.7,1849,0.0,0.0,0
397,App_397,Finanças,Android,4.6,643,0.0,0.0,0
398,App_398,Educação,Android,4.3,1267,1.99,2521330.0,1
399,App_399,Finanças,Android,3.7,1489,2.99,4452110.0,1
400,App_400,Saúde,iOS,2.6,2013,0.99,1992870.0,1
401,App_401,Saúde,iOS,2.8,2723,1.99,5418770.0,1
402,App_402,Educação,iOS,3.3,551,4.99,2749490.0,1
403,App_403,Saúde,Android,4.1,143,0.99,141570.0,0
404,App_404,Finanças,Android,4.3,3626,4.99,18093740.0,1
405,App_405,Saúde,iOS,3.9,2544,2.99,7606560.000000001,1
406,App_406,Entretenimento,Android,3.2,4048,0.99,4007520.0,1
407,App_407,Jogos,Android,,2953,0.0,0.0,0
408,App_408,Entretenimento,iOS,3.4,4676,2.99,13981240.000000002,1
409,App_409,Entretenimento,Android,4.4,1172,2.99,3504280.0000000005,1
410,App_410,Finanças,iOS,3.9,2385,0.0,0.0,0
411,App_411,Educação,Android,4.5,1839,0.0,0.0,0
412,App_412,Finanças,Android,3.7,3257,0.99,3224430.0,1
413,App_413,Entretenimento,Android,2.5,2420,0.0,0.0,0
414,App_414,Finanças,iOS,,2226,0.0,0.0,0
415,App_415,Jogos,Android,2.9,3797,0.0,0.0,0
416,App_416,Saúde,iOS,4.1,3396,1.99,6758040.0,1
417,App_417,Educação,iOS,4.0,1258,4.99,6277420.0,1
418,App_418,Jogos,Android,4.2,3736,1.99,7434640.0,1
419,App_419,Saúde,Android,4.3,4820,0.99,4771800.0,1
420,App_420,Saúde,Android,3.7,1970,0.99,1950300.0,1
421,App_421,Saúde,iOS,3.1,3064,0.0,0.0,0
422,App_422,Entretenimento,Android,4.2,2271,0.0,0.0,0
423,App_423,Finanças,iOS,3.7,2776,0.0,0.0,0
424,App_424,Educação,Android,4.5,3658,2.99,10937420.0,1
425,App_425,Educação,iOS,4.6,3129,,9355710.0,1
426,App_426,Entretenimento,iOS,4.7,1999,4.99,9975010.0,1
427,App_427,Finanças,iOS,4.0,1272,0.0,0.0,0
428,App_428,Finanças,Android,4.5,602,0.99,595980.0,0
429,App_429,Finanças,Android,3.3,3442,2.99,10291580.0,1
430,App_430,Saúde,Android,4.2,562,4.99,2804380.0,1
